51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,141,141,141,141,141,141,141,141,141,141,141,141,141,333,333,141,141,141,141,141,141,141,141,141,141,141,141,141,51
51,141,269,269,269,269,269,269,269,269,101,101,269,269,333,333,269,269,101,101,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,101,269,269,333,333,269,269,101,269,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,101,269,269,333,333,269,269,101,269,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,16,16,16,269,269,269,269,269,269,333,333,269,269,269,269,269,269,16,16,16,269,269,269,141,51
51,141,269,269,269,16,77,16,269,269,269,269,269,269,269,269,269,269,269,269,269,269,16,77,16,269,269,269,141,51
51,141,269,269,269,16,16,16,269,269,269,269,269,269,269,269,269,269,269,269,269,269,16,16,16,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,269,141,269,269,269,269,141,269,269,269,269,269,269,269,269,269,269,141,51
51,141,101,269,269,269,269,269,269,269,269,141,141,141,269,269,141,141,141,269,269,269,269,269,269,269,269,101,141,51
51,141,101,101,101,269,269,269,269,269,141,141,141,141,269,269,141,141,141,141,269,269,269,269,269,101,101,101,141,51
51,141,269,269,269,269,269,269,269,141,141,141,101,101,101,101,101,101,141,141,141,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,269,101,101,101,101,101,101,269,269,269,269,269,269,269,269,269,269,141,51
51,333,333,333,333,333,269,269,269,269,269,269,101,101,101,101,101,101,269,269,269,269,269,269,333,333,333,333,333,51
51,333,333,333,333,333,269,269,269,269,269,269,101,101,101,101,101,101,269,269,269,269,269,269,333,333,333,333,333,51
51,141,269,269,269,269,269,269,269,141,141,141,101,101,101,101,101,101,141,141,141,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,141,141,141,269,269,269,269,141,141,141,269,269,269,269,269,269,269,269,141,51
51,141,101,101,101,269,269,269,269,269,269,141,141,141,269,269,141,141,141,269,269,269,269,269,269,101,101,101,141,51
51,141,101,269,269,269,269,269,269,269,269,269,141,141,269,269,141,141,269,269,269,269,269,269,269,269,269,101,141,51
51,141,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,16,16,16,269,269,269,269,269,269,269,269,269,269,269,269,269,269,16,16,16,269,269,269,141,51
51,141,269,269,269,16,77,16,269,269,269,269,269,269,333,333,269,269,269,269,269,269,16,77,16,269,269,269,141,51
51,141,269,269,269,16,16,16,269,269,269,269,269,269,333,333,269,269,269,269,269,269,16,16,16,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,101,269,269,333,333,269,269,101,269,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,269,101,269,269,333,333,269,269,101,269,269,269,269,269,269,269,269,269,141,51
51,141,269,269,269,269,269,269,269,269,101,101,269,269,333,333,269,269,101,101,269,269,269,269,269,269,269,269,141,51
51,141,141,141,141,141,141,141,141,141,141,141,141,141,333,333,141,141,141,141,141,141,141,141,141,141,141,141,141,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
